label,Company,Production date,Date of sale,Customer,Wood species,Assortment,Length,Width,Thickness,Timber square meter,Timber volume,Timber weight,Quality class,Moisture content,Specific characteristics,Export,National trade,Certification,Storage Place,Waste from the trunk (%)
F1L153B2,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,25,5,5,1,0,055,,1,8,,No,Yes,no,larch q1 ,37
F1L153B3,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,25,5,5,1,0,055,,1,9,,No,Yes,no,larch q1 ,40
F1L153B4,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,25,5,5,1,0,055,,1,8,,No,Yes,no,larch q1 ,42
F1L153B5,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,25,5,5,1,0,055,,1,9,,No,Yes,no,larch q1 ,44
F1L338B1,Sawmill,4/1/24 0:00,,In house processing,fir,Sawn Board,400,23,5,0,92,0,046,,2,7,,No,Yes,no,fir q2,41
F1L338B2,Sawmill,4/1/24 0:00,,In house processing,fir,Sawn Board,400,23,5,0,92,0,046,,2,8,,No,Yes,no,fir q2,44
F1L338B3,Sawmill,4/1/24 0:00,,In house processing,fir,Sawn Board,400,23,5,0,92,0,046,,2,7,,No,Yes,no,fir q2,35
F1L338B4,Sawmill,4/1/24 0:00,,In house processing,fir,Sawn Board,400,23,5,0,92,0,046,,2,9,,No,Yes,no,fir q2,41
F1L338B5,Sawmill,4/1/24 0:00,,In house processing,fir,Sawn Board,400,23,5,0,92,0,046,,2,7,,No,Yes,no,fir q2,38
F1L953B1,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,26,2,5,1,04,0,026,,2,8,,No,Yes,no,larch q2,35
F1L953B2,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,26,2,5,1,04,0,026,,2,9,,No,Yes,no,larch q2,43
F1L953B3,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,26,2,5,1,04,0,026,,2,8,,No,Yes,no,larch q2,37
F1L953B4,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,26,2,5,1,04,0,026,,2,6,,No,Yes,no,larch q2,44
F1L953B5,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,26,2,5,1,04,0,026,,2,6,,No,Yes,no,larch q2,36
F1L953B6,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,26,2,5,1,04,0,026,,2,8,,No,Yes,no,larch q2,36
F1L953B7,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,26,2,5,1,04,0,026,,2,7,,No,Yes,no,larch q2,45
F1L953B8,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,26,2,5,1,04,0,026,,2,7,,No,Yes,no,larch q2,45
F1L953B9,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,26,2,5,1,04,0,026,,2,8,,No,Yes,no,larch q2,43
F1L953B10,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,26,2,5,1,04,0,026,,2,6,,No,Yes,no,larch q2,36
F1L966B1,Sawmill,4/1/24 0:00,,In house processing,fir,Sawn Board,400,21,2,5,0,84,0,021,,2,9,,No,Yes,no,fir q2,37
F1L966B2,Sawmill,4/1/24 0:00,,In house processing,fir,Sawn Board,400,21,2,5,0,84,0,021,,2,7,,No,Yes,no,fir q2,39
F1L966B3,Sawmill,4/1/24 0:00,,In house processing,fir,Sawn Board,400,21,2,5,0,84,0,021,,2,9,,No,Yes,no,fir q2,37
F1L966B4,Sawmill,4/1/24 0:00,,In house processing,fir,Sawn Board,400,21,2,5,0,84,0,021,,2,6,,No,Yes,no,fir q2,37
F1L966B5,Sawmill,4/1/24 0:00,,In house processing,fir,Sawn Board,400,21,2,5,0,84,0,021,,2,8,,No,Yes,no,fir q2,36
F1L966B6,Sawmill,4/1/24 0:00,,In house processing,fir,Sawn Board,400,21,2,5,0,84,0,021,,2,7,,No,Yes,no,fir q2,42
F1L966B7,Sawmill,4/1/24 0:00,,In house processing,fir,Sawn Board,400,21,2,5,0,84,0,021,,2,8,,No,Yes,no,fir q2,44
F1L966B8,Sawmill,4/1/24 0:00,,In house processing,fir,Sawn Board,400,21,2,5,0,84,0,021,,2,6,,No,Yes,no,fir q2,37
F1L1240B1,Sawmill,4/1/24 0:00,,In house processing,fir,Sawn Board,400,18,2,5,0,72,0,018,,2,8,,No,Yes,no,fir q2,40
F1L1240B2,Sawmill,4/1/24 0:00,,In house processing,fir,Sawn Board,400,18,2,5,0,72,0,018,,2,8,,No,Yes,no,fir q2,43
F1L1240B3,Sawmill,4/1/24 0:00,,In house processing,fir,Sawn Board,400,18,2,5,0,72,0,018,,2,8,,No,Yes,no,fir q2,45
F1L1240B4,Sawmill,4/1/24 0:00,,In house processing,fir,Sawn Board,400,18,2,5,0,72,0,018,,2,6,,No,Yes,no,fir q2,42
F1L1240B5,Sawmill,4/1/24 0:00,,In house processing,fir,Sawn Board,400,18,2,5,0,72,0,018,,2,8,,No,Yes,no,fir q2,35
F1L1240B6,Sawmill,4/1/24 0:00,,In house processing,fir,Sawn Board,400,18,2,5,0,72,0,018,,2,7,,No,Yes,no,fir q2,37
F1L1240B7,Sawmill,4/1/24 0:00,,In house processing,fir,Sawn Board,400,18,2,5,0,72,0,018,,2,6,,No,Yes,no,fir q2,44
F1L1272B1,Sawmill,4/1/24 0:00,,In house processing,fir,Sawn Board,400,31,10,5,1,24,0,1302,,3,7,,No,Yes,no,fir q3,37
F1L1272B2,Sawmill,4/1/24 0:00,,In house processing,fir,Sawn Board,400,31,10,5,1,24,0,1302,,3,7,,No,Yes,no,fir q3,45
F1L1272B3,Sawmill,4/1/24 0:00,,In house processing,fir,Sawn Board,400,31,10,5,1,24,0,1302,,3,6,,No,Yes,no,fir q3,35
F1L1310B1,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,23,4,0,92,0,0368,,2,8,,No,Yes,no,larch q2,38
F1L1310B2,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,23,4,0,92,0,0368,,2,8,,No,Yes,no,larch q2,44
F1L1310B3,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,23,4,0,92,0,0368,,2,8,,No,Yes,no,larch q2,44
F1L1310B4,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,23,4,0,92,0,0368,,2,8,,No,Yes,no,larch q2,35
F1L1310B5,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,23,4,0,92,0,0368,,2,8,,No,Yes,no,larch q2,45
F1L1310B6,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,23,4,0,92,0,0368,,2,7,,No,Yes,no,larch q2,36
F1L1503B1,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,30,11,1,2,0,132,,3,8,,No,Yes,no,larch q3,43
F1L1503B2,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,30,11,1,2,0,132,,3,7,,No,Yes,no,larch q3,45
F1L1503B3,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,30,11,1,2,0,132,,3,8,,No,Yes,no,larch q3,37
F1L1693B1,Sawmill,4/1/24 0:00,,In house processing,spruce,Sawn Board,400,35,11,1,4,0,154,,3,8,,No,Yes,no,spruce q3,35
F1L1693B2,Sawmill,4/1/24 0:00,,In house processing,spruce,Sawn Board,400,35,11,1,4,0,154,,3,9,,No,Yes,no,spruce q3,40
F1L1693B3,Sawmill,4/1/24 0:00,,In house processing,spruce,Sawn Board,400,35,11,1,4,0,154,,3,7,,No,Yes,no,spruce q3,45
F1L1784B1,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,28,10,5,1,12,0,1176,,2,8,,No,Yes,no,larch q2,40
F1L1784B2,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,28,10,5,1,12,0,1176,,2,8,,No,Yes,no,larch q2,38
F1L1784B3,Sawmill,4/1/24 0:00,,In house processing,larch,Sawn Board,400,28,10,5,1,12,0,1176,,2,8,,No,Yes,no,larch q2,37
F1L247B1,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,24,3,0,96,0,0288,,2,7,,No,Yes,no,larch q2,38
F1L247B2,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,24,3,0,96,0,0288,,2,7,,No,Yes,no,larch q2,45
F1L247B3,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,24,3,0,96,0,0288,,2,9,,No,Yes,no,larch q2,35
F1L247B4,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,24,3,0,96,0,0288,,2,6,,No,Yes,no,larch q2,38
F1L247B5,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,24,3,0,96,0,0288,,2,6,,No,Yes,no,larch q2,41
F1L247B6,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,24,3,0,96,0,0288,,2,9,,No,Yes,no,larch q2,37
F1L247B7,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,24,3,0,96,0,0288,,2,8,,No,Yes,no,larch q2,40
F1L247B8,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,24,3,0,96,0,0288,,2,6,,No,Yes,no,larch q2,41
F1L303B1,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,24,3,0,96,0,0288,,1,8,,No,Yes,no,spruce q1 ,44
F1L303B2,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,24,3,0,96,0,0288,,1,7,,No,Yes,no,spruce q1 ,43
F1L303B3,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,24,3,0,96,0,0288,,1,7,,No,Yes,no,spruce q1 ,37
F1L303B4,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,24,3,0,96,0,0288,,1,8,,No,Yes,no,spruce q1 ,39
F1L303B5,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,24,3,0,96,0,0288,,1,8,,No,Yes,no,spruce q1 ,39
F1L303B6,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,24,3,0,96,0,0288,,1,8,,No,Yes,no,spruce q1 ,36
F1L303B7,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,24,3,0,96,0,0288,,1,6,,No,Yes,no,spruce q1 ,40
F1L303B8,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,24,3,0,96,0,0288,,1,8,,No,Yes,no,spruce q1 ,42
F1L440B1,Sawmill,4/2/24 0:00,,In house processing,fir,Sawn Board,400,34,12,1,36,0,1632,,2,9,,No,Yes,no,fir q2,37
F1L440B2,Sawmill,4/2/24 0:00,,In house processing,fir,Sawn Board,400,34,12,1,36,0,1632,,2,9,,No,Yes,no,fir q2,45
F1L440B3,Sawmill,4/2/24 0:00,,In house processing,fir,Sawn Board,400,34,12,1,36,0,1632,,2,8,,No,Yes,no,fir q2,44
F1L1058B1,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,23,2,5,0,92,0,023,,2,7,,No,Yes,no,larch q2,44
F1L1058B2,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,23,2,5,0,92,0,023,,2,6,,No,Yes,no,larch q2,44
F1L1058B3,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,23,2,5,0,92,0,023,,2,6,,No,Yes,no,larch q2,44
F1L1058B4,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,23,2,5,0,92,0,023,,2,7,,No,Yes,no,larch q2,36
F1L1058B5,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,23,2,5,0,92,0,023,,2,8,,No,Yes,no,larch q2,40
F1L1058B6,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,23,2,5,0,92,0,023,,2,9,,No,Yes,no,larch q2,45
F1L1058B7,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,23,2,5,0,92,0,023,,2,8,,No,Yes,no,larch q2,42
F1L1058B8,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,23,2,5,0,92,0,023,,2,8,,No,Yes,no,larch q2,42
F1L1058B9,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,23,2,5,0,92,0,023,,2,7,,No,Yes,no,larch q2,41
F1L1061B1,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,44,5,5,1,76,0,0968,,2,6,,No,Yes,no,larch q2,39
F1L1061B2,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,44,5,5,1,76,0,0968,,2,8,,No,Yes,no,larch q2,39
F1L1061B3,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,44,5,5,1,76,0,0968,,2,9,,No,Yes,no,larch q2,42
F1L1061B4,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,44,5,5,1,76,0,0968,,2,9,,No,Yes,no,larch q2,45
F1L1061B5,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,44,5,5,1,76,0,0968,,2,7,,No,Yes,no,larch q2,35
F1L1061B6,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,44,5,5,1,76,0,0968,,2,8,,No,Yes,no,larch q2,40
F1L1061B7,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,44,5,5,1,76,0,0968,,2,8,,No,Yes,no,larch q2,44
F1L1061B8,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,44,5,5,1,76,0,0968,,2,9,,No,Yes,no,larch q2,36
F1L1167B1,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,25,4,5,1,0,045,,3,8,,No,Yes,no,spruce q3,37
F1L1167B2,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,25,4,5,1,0,045,,3,7,,No,Yes,no,spruce q3,45
F1L1167B3,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,25,4,5,1,0,045,,3,9,,No,Yes,no,spruce q3,40
F1L1167B4,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,25,4,5,1,0,045,,3,7,,No,Yes,no,spruce q3,38
F1L1167B5,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,25,4,5,1,0,045,,3,6,,No,Yes,no,spruce q3,42
F1L1167B6,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,25,4,5,1,0,045,,3,7,,No,Yes,no,spruce q3,37
F1L1173B1,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,30,9,1,2,0,108,,2,8,,No,Yes,no,spruce q2,43
F1L1173B2,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,30,9,1,2,0,108,,2,9,,No,Yes,no,spruce q2,35
F1L1173B3,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,30,9,1,2,0,108,,2,7,,No,Yes,no,spruce q2,38
F1L1273B1,Sawmill,4/2/24 0:00,,In house processing,fir,Sawn Board,400,33,3,5,1,32,0,0462,,3,7,,No,Yes,no,fir q3,37
F1L1273B2,Sawmill,4/2/24 0:00,,In house processing,fir,Sawn Board,400,33,3,5,1,32,0,0462,,3,8,,No,Yes,no,fir q3,45
F1L1273B3,Sawmill,4/2/24 0:00,,In house processing,fir,Sawn Board,400,33,3,5,1,32,0,0462,,3,7,,No,Yes,no,fir q3,35
F1L1273B4,Sawmill,4/2/24 0:00,,In house processing,fir,Sawn Board,400,33,3,5,1,32,0,0462,,3,9,,No,Yes,no,fir q3,41
F1L1273B5,Sawmill,4/2/24 0:00,,In house processing,fir,Sawn Board,400,33,3,5,1,32,0,0462,,3,7,,No,Yes,no,fir q3,35
F1L1273B6,Sawmill,4/2/24 0:00,,In house processing,fir,Sawn Board,400,33,3,5,1,32,0,0462,,3,9,,No,Yes,no,fir q3,36
F1L1273B7,Sawmill,4/2/24 0:00,,In house processing,fir,Sawn Board,400,33,3,5,1,32,0,0462,,3,8,,No,Yes,no,fir q3,41
F1L1273B8,Sawmill,4/2/24 0:00,,In house processing,fir,Sawn Board,400,33,3,5,1,32,0,0462,,3,8,,No,Yes,no,fir q3,44
F1L1273B9,Sawmill,4/2/24 0:00,,In house processing,fir,Sawn Board,400,33,3,5,1,32,0,0462,,3,7,,No,Yes,no,fir q3,41
F1L1296B1,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,21,4,5,0,84,0,0378,,2,6,,No,Yes,no,larch q2,40
F1L1296B2,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,21,4,5,0,84,0,0378,,2,8,,No,Yes,no,larch q2,36
F1L1296B3,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,21,4,5,0,84,0,0378,,2,9,,No,Yes,no,larch q2,40
F1L1296B4,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,21,4,5,0,84,0,0378,,2,7,,No,Yes,no,larch q2,39
F1L1296B5,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,21,4,5,0,84,0,0378,,2,8,,No,Yes,no,larch q2,39
F1L1446B1,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,21,2,5,0,84,0,021,,2,9,,No,Yes,no,spruce q2,43
F1L1446B2,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,21,2,5,0,84,0,021,,2,8,,No,Yes,no,spruce q2,44
F1L1446B3,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,21,2,5,0,84,0,021,,2,6,,No,Yes,no,spruce q2,40
F1L1446B4,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,21,2,5,0,84,0,021,,2,6,,No,Yes,no,spruce q2,45
F1L1446B5,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,21,2,5,0,84,0,021,,2,7,,No,Yes,no,spruce q2,37
F1L1446B6,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,21,2,5,0,84,0,021,,2,8,,No,Yes,no,spruce q2,44
F1L1446B7,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,21,2,5,0,84,0,021,,2,6,,No,Yes,no,spruce q2,45
F1L1446B8,Sawmill,4/2/24 0:00,,In house processing,spruce,Sawn Board,400,21,2,5,0,84,0,021,,2,6,,No,Yes,no,spruce q2,38
F1L1571B1,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,30,12,1,2,0,144,,2,9,,No,Yes,no,larch q2,41
F1L1571B2,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,30,12,1,2,0,144,,2,7,,No,Yes,no,larch q2,35
F1L1571B3,Sawmill,4/2/24 0:00,,In house processing,larch,Sawn Board,400,30,12,1,2,0,144,,2,8,,No,Yes,no,larch q2,38
F1L1579B1,Sawmill,4/2/24 0:00,,In house processing,fir,Sawn Board,400,21,5,5,0,84,0,0462,,1,8,,No,Yes,no,fir q1 ,39
F1L1579B2,Sawmill,4/2/24 0:00,,In house processing,fir,Sawn Board,400,21,5,5,0,84,0,0462,,1,9,,No,Yes,no,fir q1 ,45
F1L1579B3,Sawmill,4/2/24 0:00,,In house processing,fir,Sawn Board,400,21,5,5,0,84,0,0462,,1,9,,No,Yes,no,fir q1 ,40
F1L1579B4,Sawmill,4/2/24 0:00,,In house processing,fir,Sawn Board,400,21,5,5,0,84,0,0462,,1,8,,No,Yes,no,fir q1 ,37
F1L1734B1,Sawmill,4/2/24 0:00,,In house processing,fir,Sawn Board,400,30,8,1,2,0,096,,3,8,,No,Yes,no,fir q3,41
F1L1734B2,Sawmill,4/2/24 0:00,,In house processing,fir,Sawn Board,400,30,8,1,2,0,096,,3,8,,No,Yes,no,fir q3,44
F1L1734B3,Sawmill,4/2/24 0:00,,In house processing,fir,Sawn Board,400,30,8,1,2,0,096,,3,7,,No,Yes,no,fir q3,44
F1L1734B4,Sawmill,4/2/24 0:00,,In house processing,fir,Sawn Board,400,30,8,1,2,0,096,,3,8,,No,Yes,no,fir q3,42
F1L11B1,Sawmill,4/3/24 0:00,,In house processing,spruce,Sawn Board,400,21,4,0,84,0,0336,,3,8,,No,Yes,no,spruce q3,42
F1L11B2,Sawmill,4/3/24 0:00,,In house processing,spruce,Sawn Board,400,21,4,0,84,0,0336,,3,7,,No,Yes,no,spruce q3,36
F1L11B3,Sawmill,4/3/24 0:00,,In house processing,spruce,Sawn Board,400,21,4,0,84,0,0336,,3,8,,No,Yes,no,spruce q3,44
F1L11B4,Sawmill,4/3/24 0:00,,In house processing,spruce,Sawn Board,400,21,4,0,84,0,0336,,3,8,,No,Yes,no,spruce q3,41
F1L11B5,Sawmill,4/3/24 0:00,,In house processing,spruce,Sawn Board,400,21,4,0,84,0,0336,,3,6,,No,Yes,no,spruce q3,39
F1L56B1,Sawmill,4/3/24 0:00,,In house processing,larch,Sawn Board,400,21,4,5,0,84,0,0378,,2,9,,No,Yes,no,larch q2,41
F1L56B2,Sawmill,4/3/24 0:00,,In house processing,larch,Sawn Board,400,21,4,5,0,84,0,0378,,2,6,,No,Yes,no,larch q2,35
F1L56B3,Sawmill,4/3/24 0:00,,In house processing,larch,Sawn Board,400,21,4,5,0,84,0,0378,,2,8,,No,Yes,no,larch q2,40
F1L56B4,Sawmill,4/3/24 0:00,,In house processing,larch,Sawn Board,400,21,4,5,0,84,0,0378,,2,8,,No,Yes,no,larch q2,41
F1L56B5,Sawmill,4/3/24 0:00,,In house processing,larch,Sawn Board,400,21,4,5,0,84,0,0378,,2,8,,No,Yes,no,larch q2,44
F1L267B1,Sawmill,4/3/24 0:00,,In house processing,larch,Sawn Board,400,24,4,5,0,96,0,0432,,2,9,,No,Yes,no,larch q2,38
F1L267B2,Sawmill,4/3/24 0:00,,In house processing,larch,Sawn Board,400,24,4,5,0,96,0,0432,,2,8,,No,Yes,no,larch q2,40
F1L267B3,Sawmill,4/3/24 0:00,,In house processing,larch,Sawn Board,400,24,4,5,0,96,0,0432,,2,8,,No,Yes,no,larch q2,42
F1L267B4,Sawmill,4/3/24 0:00,,In house processing,larch,Sawn Board,400,24,4,5,0,96,0,0432,,2,7,,No,Yes,no,larch q2,44
F1L267B5,Sawmill,4/3/24 0:00,,In house processing,larch,Sawn Board,400,24,4,5,0,96,0,0432,,2,8,,No,Yes,no,larch q2,39
F1L564B1,Sawmill,4/3/24 0:00,,In house processing,larch,Sawn Board,400,16,2,5,0,64,0,016,,3,6,,No,Yes,no,larch q3,39
F1L564B2,Sawmill,4/3/24 0:00,,In house processing,larch,Sawn Board,400,16,2,5,0,64,0,016,,3,9,,No,Yes,no,larch q3,35
F1L564B3,Sawmill,4/3/24 0:00,,In house processing,larch,Sawn Board,400,16,2,5,0,64,0,016,,3,9,,No,Yes,no,larch q3,40
F1L564B4,Sawmill,4/3/24 0:00,,In house processing,larch,Sawn Board,400,16,2,5,0,64,0,016,,3,7,,No,Yes,no,larch q3,36
F1L564B5,Sawmill,4/3/24 0:00,,In house processing,larch,Sawn Board,400,16,2,5,0,64,0,016,,3,7,,No,Yes,no,larch q3,36
F1L564B6,Sawmill,4/3/24 0:00,,In house processing,larch,Sawn Board,400,16,2,5,0,64,0,016,,3,8,,No,Yes,no,larch q3,35
F1L745B1,Sawmill,4/3/24 0:00,,In house processing,spruce,Sawn Board,400,25,6,1,0,06,,1,8,,No,Yes,no,spruce q1 ,41
F1L745B2,Sawmill,4/3/24 0:00,,In house processing,spruce,Sawn Board,400,25,6,1,0,06,,1,8,,No,Yes,no,spruce q1 ,37
F1L745B3,Sawmill,4/3/24 0:00,,In house processing,spruce,Sawn Board,400,25,6,1,0,06,,1,7,,No,Yes,no,spruce q1 ,44
F1L745B4,Sawmill,4/3/24 0:00,,In house processing,spruce,Sawn Board,400,25,6,1,0,06,,1,8,,No,Yes,no,spruce q1 ,39
F1L940B1,Sawmill,4/3/24 0:00,,In house processing,fir,Sawn Board,400,19,2,5,0,76,0,019,,1,8,,No,Yes,no,fir q1 ,37
F1L940B2,Sawmill,4/3/24 0:00,,In house processing,fir,Sawn Board,400,19,2,5,0,76,0,019,,1,6,,No,Yes,no,fir q1 ,38
F1L940B3,Sawmill,4/3/24 0:00,,In house processing,fir,Sawn Board,400,19,2,5,0,76,0,019,,1,8,,No,Yes,no,fir q1 ,44
F1L940B4,Sawmill,4/3/24 0:00,,In house processing,fir,Sawn Board,400,19,2,5,0,76,0,019,,1,7,,No,Yes,no,fir q1 ,35
F1L940B5,Sawmill,4/3/24 0:00,,In house processing,fir,Sawn Board,400,19,2,5,0,76,0,019,,1,6,,No,Yes,no,fir q1 ,41
F1L940B6,Sawmill,4/3/24 0:00,,In house processing,fir,Sawn Board,400,19,2,5,0,76,0,019,,1,9,,No,Yes,no,fir q1 ,45
F1L940B7,Sawmill,4/3/24 0:00,,In house processing,fir,Sawn Board,400,19,2,5,0,76,0,019,,1,9,,No,Yes,no,fir q1 ,37
F1L940B8,Sawmill,4/3/24 0:00,,In house processing,fir,Sawn Board,400,19,2,5,0,76,0,019,,1,8,,No,Yes,no,fir q1 ,42
F1L1261B1,Sawmill,4/3/24 0:00,,In house processing,fir,Sawn Board,400,23,5,5,0,92,0,0506,,1,7,,No,Yes,no,fir q1 ,42
F1L1261B2,Sawmill,4/3/24 0:00,,In house processing,fir,Sawn Board,400,23,5,5,0,92,0,0506,,1,6,,No,Yes,no,fir q1 ,45
F1L1261B3,Sawmill,4/3/24 0:00,,In house processing,fir,Sawn Board,400,23,5,5,0,92,0,0506,,1,7,,No,Yes,no,fir q1 ,44
F1L1261B4,Sawmill,4/3/24 0:00,,In house processing,fir,Sawn Board,400,23,5,5,0,92,0,0506,,1,7,,No,Yes,no,fir q1 ,38
